district,long_term_monthly_mean,month,region,threshold,value,year
Buur Hakaba,84.04983333333334,05,Bay,Normal,90.932,2017
Buur Hakaba,123.55329166666667,04,Bay,Alert,79.564,2017
Buur Hakaba,13.893708333333333,03,Bay,Alarm,3.006,2017
Buur Hakaba,1.3125,02,Bay,Alert,1.044,2017
Buur Hakaba,0.9489583333333333,01,Bay,Normal,0.817,2017
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.401,2017
Rab Dhuure,2.8389166666666665,12,Bakool,Alarm,1.041,2017
Qoryooley,24.622,08,Lower Shabelle,Alert,13.966,2017
Qoryooley,8.802541666666666,09,Lower Shabelle,Alert,6.006,2017
Qoryooley,73.18034782608696,10,Lower Shabelle,Alert,29.772,2017
Qoryooley,55.762708333333336,11,Lower Shabelle,Normal,70.276,2017
Qoryooley,11.00325,12,Lower Shabelle,Alarm,2.509,2017
Wanla Weyn,61.31475,11,Lower Shabelle,Normal,81.952,2017
Baydhaba,1.2360416666666667,01,Bay,Normal,1.162,2017
Baydhaba,1.3214166666666667,02,Bay,Alert,0.988,2017
Baydhaba,25.55816666666667,03,Bay,Alarm,8.231,2017
Baydhaba,138.56620833333332,04,Bay,Alert,88.655,2017
Baydhaba,65.44441666666667,05,Bay,Normal,67.507,2017
Baydhaba,11.44025,06,Bay,Normal,10.017,2017
Baydhaba,22.523416666666666,07,Bay,Normal,20.631,2017
Baydhaba,14.981416666666666,08,Bay,Normal,16.817,2017
Baydhaba,7.334208333333334,09,Bay,Normal,8.197,2017
Baydhaba,146.51639130434782,10,Bay,Alarm,53.784,2017
Baydhaba,61.451541666666664,11,Bay,Normal,93.731,2017
Baydhaba,8.921541666666666,12,Bay,Alarm,2.05,2017
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alarm,35.548,2017
Rab Dhuure,1.0575416666666666,02,Bakool,Alert,0.795,2017
Rab Dhuure,21.568791666666666,03,Bakool,Alert,9.509,2017
Rab Dhuure,153.72965217391305,04,Bakool,Alert,78.838,2017
Rab Dhuure,43.468041666666664,05,Bakool,Normal,41.621,2017
Rab Dhuure,1.73575,06,Bakool,Alert,1.073,2017
Rab Dhuure,3.337625,07,Bakool,Alert,1.512,2017
Rab Dhuure,2.42175,08,Bakool,Normal,2.972,2017
Rab Dhuure,7.202208333333333,09,Bakool,Alert,5.325,2017
Rab Dhuure,117.16321739130434,10,Bakool,Alert,66.13,2017
Marka,0.9458333333333333,01,Lower Shabelle,Normal,0.838,2017
Marka,0.27758333333333335,02,Lower Shabelle,Alert,0.213,2017
Marka,4.081916666666666,03,Lower Shabelle,Alert,1.668,2017
Marka,51.84866666666667,04,Lower Shabelle,Alert,27.533,2017
Marka,46.40525,05,Lower Shabelle,Normal,61.993,2017
Marka,37.725791666666666,06,Lower Shabelle,Alert,20.187,2017
Marka,36.13225,07,Lower Shabelle,Normal,29.799,2017
Marka,28.778375,08,Lower Shabelle,Alert,16.912,2017
Marka,8.339791666666667,09,Lower Shabelle,Alert,4.172,2017
Marka,21.445652173913043,10,Lower Shabelle,Alert,15.128,2017
Marka,38.332375,11,Lower Shabelle,Normal,45.192,2017
Waajid,4.6995,12,Bakool,Alarm,1.403,2017
Waajid,37.55629166666667,11,Bakool,Normal,73.242,2017
Waajid,145.3894347826087,10,Bakool,Alert,74.56,2017
Waajid,10.525708333333334,09,Bakool,Alert,8.338,2017
Waajid,8.334416666666666,08,Bakool,Normal,13.239,2017
Waajid,11.089666666666666,07,Bakool,Normal,11.596,2017
Waajid,6.586,06,Bakool,Normal,6.524,2017
Waajid,47.83825,05,Bakool,Normal,44.502,2017
Waajid,150.52445833333334,04,Bakool,Alert,83.439,2017
Waajid,24.441541666666666,03,Bakool,Alarm,9.416,2017
Waajid,1.0444583333333333,02,Bakool,Alert,0.805,2017
Qansax Dheere,18.488958333333333,12,Bay,Alarm,3.591,2017
Xudur,0.4505416666666667,01,Bakool,Normal,0.457,2017
Xudur,0.65,02,Bakool,Alert,0.519,2017
Xudur,12.069416666666667,03,Bakool,Alert,5.841,2017
Xudur,103.61141666666667,04,Bakool,Alert,47.976,2017
Xudur,52.686458333333334,05,Bakool,Alert,39.558,2017
Xudur,2.3320833333333333,06,Bakool,Alert,1.332,2017
Xudur,11.701083333333333,07,Bakool,Normal,11.339,2017
Xudur,9.04975,08,Bakool,Normal,11.309,2017
Xudur,17.363166666666668,09,Bakool,Normal,14.415,2017
Xudur,130.83986956521738,10,Bakool,Alert,60.934,2017
Xudur,20.032833333333333,11,Bakool,Normal,36.406,2017
Xudur,1.418,12,Bakool,Alert,0.656,2017
Qansax Dheere,71.35604166666667,11,Bay,Normal,92.176,2017
Qansax Dheere,126.77695652173914,10,Bay,Alert,53.74,2017
Waajid,0.6355,01,Bakool,Normal,0.653,2017
Qansax Dheere,4.742916666666667,09,Bay,Normal,4.843,2017
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.178,2017
Qansax Dheere,15.000583333333333,07,Bay,Alert,11.793,2017
Qansax Dheere,7.480708333333333,06,Bay,Normal,6.645,2017
Qansax Dheere,47.42066666666667,05,Bay,Normal,65.935,2017
Qansax Dheere,135.441375,04,Bay,Normal,119.289,2017
Qansax Dheere,31.015125,03,Bay,Alarm,8.255,2017
Qansax Dheere,1.7055416666666667,02,Bay,Normal,1.393,2017
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.064,2017
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Normal,0.693,2017
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.671,2017
Kurtunwaarey,10.082125,03,Lower Shabelle,Alarm,2.776,2017
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,59.756,2017
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,118.802,2017
Kurtunwaarey,39.357875,06,Lower Shabelle,Alert,20.704,2017
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Alert,29.515,2017
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,17.797,2017
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,10.409,2017
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alert,33.468,2017
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,81.364,2017
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alarm,2.407,2017
Tayeeglow,2.852666666666667,12,Bakool,Alarm,0.914,2017
Tayeeglow,36.712625,11,Bakool,Normal,64.725,2017
Tayeeglow,92.26169565217391,10,Bakool,Alarm,31.925,2017
Tayeeglow,8.314833333333333,09,Bakool,Normal,8.125,2017
Tayeeglow,17.609625,08,Bakool,Normal,16.176,2017
Tayeeglow,35.049708333333335,07,Bakool,Normal,30.266,2017
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.03,2017
Tayeeglow,55.062416666666664,05,Bakool,Alert,38.538,2017
Ceel Barde,1.209625,12,Bakool,Alert,0.629,2017
Ceel Barde,21.693791666666666,11,Bakool,Normal,39.141,2017
Ceel Barde,102.06413043478261,10,Bakool,Alert,54.473,2017
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.374,2017
Diinsoor,1.1370833333333332,01,Bay,Normal,0.929,2017
Diinsoor,1.7899583333333333,02,Bay,Alert,1.411,2017
Diinsoor,24.754541666666668,03,Bay,Alarm,5.222,2017
Diinsoor,126.25741666666667,04,Bay,Normal,108.557,2017
Diinsoor,85.290375,05,Bay,Normal,114.03,2017
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.449,2017
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,5.609,2017
Wanla Weyn,17.284125,07,Lower Shabelle,Alert,12.431,2017
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Alert,10.487,2017
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Alert,42.33,2017
Marka,6.7712916666666665,12,Lower Shabelle,Alert,2.797,2017
Afgooye,13.540791666666667,12,Lower Shabelle,Alarm,3.785,2017
Afgooye,72.09154166666667,11,Lower Shabelle,Normal,82.743,2017
Afgooye,68.10739130434783,10,Lower Shabelle,Alert,33.223,2017
Afgooye,6.272708333333333,09,Lower Shabelle,Alert,3.245,2017
Afgooye,12.918375,08,Lower Shabelle,Alert,6.295,2017
Afgooye,28.966291666666667,07,Lower Shabelle,Alert,21.706,2017
Afgooye,30.081583333333334,06,Lower Shabelle,Alert,12.879,2017
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,70.318,2017
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,32.967,2017
Afgooye,6.557166666666666,03,Lower Shabelle,Alarm,1.676,2017
Afgooye,0.8055,02,Lower Shabelle,Alert,0.638,2017
Afgooye,1.3696666666666668,01,Lower Shabelle,Alert,1.065,2017
Diinsoor,23.336333333333332,07,Bay,Alert,14.646,2017
Diinsoor,20.421166666666668,06,Bay,Alert,13.989,2017
Ceel Barde,9.343375,09,Bakool,Alert,6.616,2017
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.182,2017
Ceel Barde,11.115666666666666,07,Bakool,Normal,10.788,2017
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.219,2017
Ceel Barde,47.504583333333336,05,Bakool,Normal,39.309,2017
Ceel Barde,97.95658333333333,04,Bakool,Alert,44.98,2017
Ceel Barde,14.424416666666668,03,Bakool,Alert,5.941,2017
Ceel Barde,1.2174166666666666,02,Bakool,Normal,0.988,2017
Qoryooley,24.622,08,Lower Shabelle,Alert,19.569,2016
Buur Hakaba,13.893708333333333,03,Bay,Alarm,3.868,2016
Diinsoor,126.25741666666667,04,Bay,Alert,78.386,2016
Diinsoor,85.290375,05,Bay,Normal,73.571,2016
Diinsoor,20.421166666666668,06,Bay,Normal,29.319,2016
Diinsoor,23.336333333333332,07,Bay,Alert,13.11,2016
Diinsoor,11.990958333333333,08,Bay,Alert,8.554,2016
Diinsoor,10.502083333333333,09,Bay,Alert,7.916,2016
Diinsoor,95.63869565217391,10,Bay,Alarm,21.354,2016
Diinsoor,100.89658333333334,11,Bay,Alert,76.974,2016
Diinsoor,17.273208333333333,12,Bay,Normal,17.496,2016
Qoryooley,34.56041666666667,06,Lower Shabelle,Normal,54.736,2016
Qoryooley,72.8545,05,Lower Shabelle,Normal,72.404,2016
Qoryooley,85.052375,04,Lower Shabelle,Alert,44.083,2016
Qoryooley,7.502791666666667,03,Lower Shabelle,Alarm,2.949,2016
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.753,2016
Qoryooley,0.9635,01,Lower Shabelle,Normal,1.388,2016
Buur Hakaba,1.3125,02,Bay,Normal,2.377,2016
Buur Hakaba,0.9489583333333333,01,Bay,Normal,1.16,2016
Qansax Dheere,18.488958333333333,12,Bay,Alert,10.105,2016
Qansax Dheere,71.35604166666667,11,Bay,Alert,39.396,2016
Qansax Dheere,126.77695652173914,10,Bay,Alarm,28.541,2016
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.577,2016
Qansax Dheere,9.505666666666666,08,Bay,Alert,7.297,2016
Qansax Dheere,15.000583333333333,07,Bay,Alert,9.694,2016
Qansax Dheere,7.480708333333333,06,Bay,Normal,7.5,2016
Qansax Dheere,47.42066666666667,05,Bay,Normal,40.056,2016
Qansax Dheere,135.441375,04,Bay,Normal,112.344,2016
Qansax Dheere,31.015125,03,Bay,Alarm,9.123,2016
Qansax Dheere,1.7055416666666667,02,Bay,Normal,3.5,2016
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.24,2016
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,4.977,2016
Wanla Weyn,61.31475,11,Lower Shabelle,Alarm,23.946,2016
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alarm,31.383,2016
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.391,2016
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Alert,5.072,2016
Wanla Weyn,17.284125,07,Lower Shabelle,Alert,10.157,2016
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,26.652,2016
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,70.702,2016
Wanla Weyn,81.25175,04,Lower Shabelle,Alert,43.102,2016
Wanla Weyn,9.543625,03,Lower Shabelle,Alarm,3.354,2016
Sablaale,0.8073333333333333,01,Lower Shabelle,Normal,0.882,2016
Sablaale,0.9485,02,Lower Shabelle,Normal,1.561,2016
Sablaale,11.212125,03,Lower Shabelle,Alarm,3.308,2016
Sablaale,128.811,04,Lower Shabelle,Alert,70.056,2016
Sablaale,118.52583333333334,05,Lower Shabelle,Normal,107.756,2016
Sablaale,50.698791666666665,06,Lower Shabelle,Normal,60.96,2016
Sablaale,41.74220833333333,07,Lower Shabelle,Alert,23.634,2016
Sablaale,19.581958333333333,08,Lower Shabelle,Alert,15.185,2016
Sablaale,15.461416666666667,09,Lower Shabelle,Alert,10.25,2016
Sablaale,89.34878260869566,10,Lower Shabelle,Alarm,29.508,2016
Sablaale,82.45270833333333,11,Lower Shabelle,Normal,78.916,2016
Sablaale,14.252875,12,Lower Shabelle,Normal,14.0,2016
Rab Dhuure,27.19875,11,Bakool,Alert,12.47,2016
Rab Dhuure,117.16321739130434,10,Bakool,Alarm,37.649,2016
Rab Dhuure,7.202208333333333,09,Bakool,Alert,5.704,2016
Rab Dhuure,2.42175,08,Bakool,Normal,2.483,2016
Rab Dhuure,3.337625,07,Bakool,Alert,1.409,2016
Rab Dhuure,1.73575,06,Bakool,Alert,1.355,2016
Rab Dhuure,43.468041666666664,05,Bakool,Normal,37.061,2016
Rab Dhuure,153.72965217391305,04,Bakool,Normal,237.359,2016
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Normal,0.916,2016
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,1.097,2016
Kurtunwaarey,10.082125,03,Lower Shabelle,Alert,4.353,2016
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,51.318,2016
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,71.333,2016
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,55.443,2016
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Alert,24.1,2016
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,21.598,2016
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,9.983,2016
Marka,6.7712916666666665,12,Lower Shabelle,Alert,5.157,2016
Xudur,0.4505416666666667,01,Bakool,Normal,0.467,2016
Xudur,0.65,02,Bakool,Normal,0.682,2016
Xudur,12.069416666666667,03,Bakool,Alarm,3.179,2016
Xudur,103.61141666666667,04,Bakool,Normal,115.115,2016
Xudur,52.686458333333334,05,Bakool,Alert,31.591,2016
Xudur,2.3320833333333333,06,Bakool,Alert,1.489,2016
Xudur,11.701083333333333,07,Bakool,Normal,10.599,2016
Xudur,9.04975,08,Bakool,Normal,8.525,2016
Xudur,17.363166666666668,09,Bakool,Normal,17.098,2016
Xudur,130.83986956521738,10,Bakool,Alarm,47.223,2016
Xudur,20.032833333333333,11,Bakool,Alarm,6.93,2016
Xudur,1.418,12,Bakool,Alert,0.939,2016
Rab Dhuure,21.568791666666666,03,Bakool,Alarm,4.92,2016
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,1.361,2016
Waajid,4.6995,12,Bakool,Alert,3.525,2016
Waajid,37.55629166666667,11,Bakool,Alert,17.606,2016
Waajid,145.3894347826087,10,Bakool,Alarm,44.846,2016
Waajid,10.525708333333334,09,Bakool,Normal,9.305,2016
Waajid,8.334416666666666,08,Bakool,Normal,7.875,2016
Waajid,11.089666666666666,07,Bakool,Normal,10.925,2016
Waajid,6.586,06,Bakool,Normal,7.21,2016
Waajid,47.83825,05,Bakool,Normal,41.455,2016
Waajid,150.52445833333334,04,Bakool,Normal,215.938,2016
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alarm,27.901,2016
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,55.393,2016
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,6.987,2016
Waajid,24.441541666666666,03,Bakool,Alarm,4.76,2016
Waajid,1.0444583333333333,02,Bakool,Normal,0.987,2016
Waajid,0.6355,01,Bakool,Normal,0.673,2016
Marka,38.332375,11,Lower Shabelle,Normal,35.177,2016
Marka,21.445652173913043,10,Lower Shabelle,Alert,13.75,2016
Marka,8.339791666666667,09,Lower Shabelle,Alert,6.37,2016
Marka,28.778375,08,Lower Shabelle,Normal,24.577,2016
Marka,36.13225,07,Lower Shabelle,Alert,22.945,2016
Marka,37.725791666666666,06,Lower Shabelle,Normal,51.195,2016
Marka,46.40525,05,Lower Shabelle,Normal,49.305,2016
Marka,51.84866666666667,04,Lower Shabelle,Alert,29.822,2016
Marka,4.081916666666666,03,Lower Shabelle,Alert,2.563,2016
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.487,2016
Marka,0.9458333333333333,01,Lower Shabelle,Normal,1.131,2016
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.403,2016
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,7.244,2016
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,49.601,2016
Afgooye,68.10739130434783,10,Lower Shabelle,Alarm,25.618,2016
Afgooye,6.272708333333333,09,Lower Shabelle,Alert,4.966,2016
Afgooye,12.918375,08,Lower Shabelle,Normal,10.61,2016
Afgooye,28.966291666666667,07,Lower Shabelle,Alert,16.326,2016
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,41.965,2016
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,77.435,2016
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,46.323,2016
Afgooye,6.557166666666666,03,Lower Shabelle,Alarm,2.594,2016
Afgooye,0.8055,02,Lower Shabelle,Normal,1.213,2016
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.534,2016
Ceel Barde,1.209625,12,Bakool,Alert,0.854,2016
Ceel Barde,21.693791666666666,11,Bakool,Alarm,6.242,2016
Ceel Barde,102.06413043478261,10,Bakool,Alarm,32.899,2016
Ceel Barde,9.343375,09,Bakool,Normal,7.517,2016
Ceel Barde,11.227083333333333,08,Bakool,Normal,10.976,2016
Ceel Barde,11.115666666666666,07,Bakool,Normal,9.966,2016
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.154,2016
Ceel Barde,47.504583333333336,05,Bakool,Alert,30.601,2016
Ceel Barde,97.95658333333333,04,Bakool,Normal,112.388,2016
Ceel Barde,14.424416666666668,03,Bakool,Alarm,4.905,2016
Ceel Barde,1.2174166666666666,02,Bakool,Normal,0.994,2016
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.722,2016
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.685,2016
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.88,2016
Tayeeglow,2.852666666666667,12,Bakool,Alert,1.977,2016
Tayeeglow,36.712625,11,Bakool,Alarm,9.479,2016
Tayeeglow,92.26169565217391,10,Bakool,Alarm,23.087,2016
Tayeeglow,8.314833333333333,09,Bakool,Normal,7.837,2016
Tayeeglow,17.609625,08,Bakool,Normal,14.456,2016
Tayeeglow,35.049708333333335,07,Bakool,Alert,27.03,2016
Tayeeglow,6.043666666666667,06,Bakool,Normal,6.551,2016
Tayeeglow,55.062416666666664,05,Bakool,Alert,36.304,2016
Tayeeglow,86.17575,04,Bakool,Normal,73.195,2016
Tayeeglow,13.430958333333333,03,Bakool,Alarm,4.305,2016
Tayeeglow,0.7557083333333333,02,Bakool,Normal,0.637,2016
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.7,2016
Baraawe,5.963916666666667,12,Lower Shabelle,Normal,6.301,2016
Baraawe,40.414875,11,Lower Shabelle,Normal,49.049,2016
Baraawe,30.089260869565216,10,Lower Shabelle,Alert,16.957,2016
Baraawe,12.575416666666667,09,Lower Shabelle,Alert,8.607,2016
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,27.781,2016
Baraawe,41.404,07,Lower Shabelle,Alert,26.013,2016
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,45.916,2016
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,67.759,2016
Baraawe,77.72691666666667,04,Lower Shabelle,Alert,45.002,2016
Baraawe,4.326375,03,Lower Shabelle,Alert,2.309,2016
Buur Hakaba,10.383583333333334,12,Bay,Alert,4.354,2016
Buur Hakaba,63.72708333333333,11,Bay,Alert,35.784,2016
Buur Hakaba,117.56856521739131,10,Bay,Alarm,22.852,2016
Buur Hakaba,9.624375,09,Bay,Normal,8.668,2016
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.484,2016
Baraawe,0.425625,01,Lower Shabelle,Normal,0.491,2016
Baydhaba,1.2360416666666667,01,Bay,Normal,1.259,2016
Baydhaba,1.3214166666666667,02,Bay,Normal,2.708,2016
Baydhaba,25.55816666666667,03,Bay,Alarm,6.185,2016
Baydhaba,138.56620833333332,04,Bay,Normal,161.164,2016
Baydhaba,65.44441666666667,05,Bay,Normal,55.926,2016
Baydhaba,11.44025,06,Bay,Normal,15.74,2016
Baydhaba,22.523416666666666,07,Bay,Alert,15.583,2016
Baydhaba,14.981416666666666,08,Bay,Normal,13.454,2016
Baydhaba,7.334208333333334,09,Bay,Normal,7.45,2016
Baydhaba,146.51639130434782,10,Bay,Alarm,34.349,2016
Baydhaba,61.451541666666664,11,Bay,Alert,25.878,2016
Baydhaba,8.921541666666666,12,Bay,Alert,4.312,2016
Rab Dhuure,2.8389166666666665,12,Bakool,Normal,3.098,2016
Diinsoor,1.1370833333333332,01,Bay,Normal,1.043,2016
Diinsoor,1.7899583333333333,02,Bay,Normal,3.55,2016
Diinsoor,24.754541666666668,03,Bay,Alarm,5.786,2016
Buur Hakaba,15.800666666666666,08,Bay,Normal,13.77,2016
Buur Hakaba,26.594208333333334,07,Bay,Alert,15.384,2016
Buur Hakaba,23.096625,06,Bay,Normal,41.908,2016
Buur Hakaba,84.04983333333334,05,Bay,Normal,83.497,2016
Buur Hakaba,123.55329166666667,04,Bay,Alert,79.383,2016
Qoryooley,11.00325,12,Lower Shabelle,Alert,6.325,2016
Qoryooley,55.762708333333336,11,Lower Shabelle,Alert,43.246,2016
Qoryooley,73.18034782608696,10,Lower Shabelle,Alarm,27.233,2016
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,7.817,2016
Qoryooley,33.16175,07,Lower Shabelle,Alert,18.993,2016
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,12.953,2015
Ceel Barde,1.209625,12,Bakool,Alert,0.737,2015
Ceel Barde,21.693791666666666,11,Bakool,Normal,34.038,2015
Ceel Barde,102.06413043478261,10,Bakool,Normal,166.11,2015
Ceel Barde,9.343375,09,Bakool,Normal,9.655,2015
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.699,2015
Ceel Barde,11.115666666666666,07,Bakool,Normal,12.4,2015
Ceel Barde,2.2587083333333333,06,Bakool,Normal,3.029,2015
Ceel Barde,47.504583333333336,05,Bakool,Alert,36.238,2015
Ceel Barde,97.95658333333333,04,Bakool,Normal,116.656,2015
Baraawe,5.963916666666667,12,Lower Shabelle,Normal,4.827,2015
Baraawe,40.414875,11,Lower Shabelle,Alert,30.633,2015
Baraawe,30.089260869565216,10,Lower Shabelle,Normal,24.901,2015
Baraawe,12.575416666666667,09,Lower Shabelle,Alert,9.879,2015
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,33.243,2015
Baraawe,41.404,07,Lower Shabelle,Normal,41.693,2015
Baraawe,56.80316666666667,06,Lower Shabelle,Alert,40.691,2015
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,72.172,2015
Baraawe,77.72691666666667,04,Lower Shabelle,Normal,98.979,2015
Baraawe,4.326375,03,Lower Shabelle,Normal,9.238,2015
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.421,2015
Baraawe,0.425625,01,Lower Shabelle,Normal,0.491,2015
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Normal,0.914,2015
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.741,2015
Kurtunwaarey,10.082125,03,Lower Shabelle,Normal,12.616,2015
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Normal,139.541,2015
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,74.839,2015
Kurtunwaarey,39.357875,06,Lower Shabelle,Alert,29.529,2015
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,38.559,2015
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,30.73,2015
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,10.171,2015
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alert,64.41,2015
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,69.027,2015
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,4.955,2015
Xudur,0.4505416666666667,01,Bakool,Normal,0.468,2015
Xudur,0.65,02,Bakool,Normal,0.66,2015
Xudur,12.069416666666667,03,Bakool,Alert,8.815,2015
Xudur,103.61141666666667,04,Bakool,Normal,134.328,2015
Xudur,52.686458333333334,05,Bakool,Alert,42.026,2015
Xudur,2.3320833333333333,06,Bakool,Normal,2.656,2015
Xudur,11.701083333333333,07,Bakool,Normal,13.407,2015
Xudur,9.04975,08,Bakool,Normal,8.958,2015
Xudur,17.363166666666668,09,Bakool,Normal,18.102,2015
Xudur,130.83986956521738,10,Bakool,Normal,196.856,2015
Xudur,20.032833333333333,11,Bakool,Normal,30.425,2015
Xudur,1.418,12,Bakool,Alert,0.786,2015
Diinsoor,1.1370833333333332,01,Bay,Normal,1.018,2015
Diinsoor,1.7899583333333333,02,Bay,Alert,1.431,2015
Diinsoor,24.754541666666668,03,Bay,Normal,32.315,2015
Ceel Barde,14.424416666666668,03,Bakool,Normal,11.562,2015
Ceel Barde,1.2174166666666666,02,Bakool,Normal,1.363,2015
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.728,2015
Afgooye,13.540791666666667,12,Lower Shabelle,Normal,14.753,2015
Afgooye,72.09154166666667,11,Lower Shabelle,Normal,96.642,2015
Afgooye,68.10739130434783,10,Lower Shabelle,Normal,81.517,2015
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,5.433,2015
